SUMLEV,REGION,DIVISION,STATE,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG_2020,NPOPCHG_2021,NPOPCHG_2022,NPOPCHG_2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
040,3,7,40,Oklahoma,3959411,3965234,3991634,4019271,4053824,5823,26400,27637,34553,11579,47473,48121,48073,10353,50805,51669,45506,1226,-3332,-3548,2567,172,2188,5663,8380,3825,26348,26304,23587,3997,28536,31967,31967,600,1196,-782,19,11.932584529,12.013873589,11.909434981,12.770099994,12.899666143,11.273495481,-0.837515465,-0.885792554,0.6359395003,0.549965137,1.4138227828,2.0760315591,6.6227063211,6.5670482923,5.8433599506,7.1726714582,7.9808710751,7.9193915097
040,4,9,41,Oregon,4237279,4245044,4256465,4239379,4233358,7765,11421,-17086,-6021,10281,39660,40521,39046,9546,41943,46369,43285,735,-2283,-5848,-4239,177,2609,7234,4304,6407,10253,-17575,-6051,6584,12862,-10341,-1747,446,842,-897,-35,9.3301083372,9.5390169594,9.2168563712,9.8671894601,10.915690072,10.21747754,-0.537081123,-1.376673112,-1.000621169,0.6137733901,1.7029502896,1.0159644988,2.4120423798,-4.137317022,-1.428346,3.0258157699,-2.434366733,-0.412381501
040,1,2,42,Pennsylvania,13002788,12995477,13013614,12972091,12961683,-7311,18137,-41523,-10408,32903,130245,131600,129489,40289,155661,155062,140568,-7386,-25416,-23462,-11079,626,10199,25721,25776,-3696,27803,-39731,-24825,-3070,38002,-14010,951,3145,5551,-4051,-280,10.01534425,10.12864573,9.9861285133,11.969737812,11.934407783,10.840535589,-1.954393562,-1.805762053,-0.854407075,0.7842642405,1.9796268756,1.9878325461,2.1379447671,-3.057912033,-1.91449189,2.9222090076,-1.078285157,0.0733406561
040,1,1,44,Rhode Island,1097371,1096444,1097092,1093842,1095962,-927,648,-3250,2120,2546,10030,10386,10006,3389,11332,11078,10434,-843,-1302,-692,-428,77,1072,2663,5777,-430,365,-4855,-3224,-353,1437,-2192,2553,269,513,-366,-5,9.1450516426,9.4808880596,9.1387174377,10.332175993,10.112582123,9.5296200025,-1.187124351,-0.631694063,-0.390902565,0.9774172842,2.4309267189,5.276271301,0.332795997,-4.43189982,-2.944555768,1.3102132812,-2.000973101,2.3317155325
040,3,5,45,South Carolina,5118422,5132151,5193848,5282955,5373555,13729,61697,89107,90600,13492,55815,57508,57581,14065,64911,64636,58852,-573,-9096,-7128,-1271,335,4028,10467,9291,14724,67368,83401,82562,15059,71396,93868,91853,-757,-603,2367,18,10.810576294,10.978158127,10.806727531,12.572342879,12.338878568,11.045267165,-1.761766585,-1.360720441,-0.238539634,0.7801666454,1.9981286276,1.7437228511,13.048229038,15.921078214,15.495129268,13.828395684,17.919206842,17.23885212
040,2,4,46,South Dakota,886668,887852,896299,909869,919318,1184,8447,13570,9449,2832,11063,11324,11369,2020,9779,9226,8556,812,1284,2098,2813,65,1100,2781,1788,299,6026,8374,4812,364,7126,11155,6600,8,37,317,36,12.401416696,12.539254377,12.430659085,10.96207664,10.216103928,9.3549757351,1.4393400559,2.3231504489,3.07568335,1.2330794871,3.079447759,1.9549668787,6.7550336266,9.2726700949,5.2613538146,7.9881131137,12.352117854,7.2163206933
040,3,6,47,Tennessee,6910786,6926091,6963709,7048976,7126489,15305,37618,85267,77513,19250,79463,82053,82244,18931,89405,91616,81216,319,-9942,-9563,1028,208,3114,7993,13054,14621,45241,83818,63417,14829,48355,91811,76471,157,-795,3019,14,11.44192141,11.711245918,11.60371106,12.8734755,13.076152072,11.458671726,-1.43155409,-1.364906155,0.1450393338,0.4483865858,1.1408234753,1.8417737972,6.5142766635,11.963160522,8.9474313541,6.9626632493,13.103983997,10.789205151
040,3,7,48,Texas,29145459,29234361,29561286,30029848,30503301,88902,326925,468562,473453,88268,364918,384024,390494,55732,270419,261745,232241,32536,94499,122279,158253,1957,43475,117197,128534,52914,191643,224896,186767,54871,235118,342093,315301,1495,-2692,4190,-101,12.41309582,12.888628701,12.901823429,9.1986061485,8.784696059,7.673184159,3.2144896713,4.1039326421,5.22863927,1.4788509768,3.9333703567,4.2467309936,6.5189519898,7.5479684612,6.1707346499,7.9978029666,11.481338818,10.417465643
040,4,8,49,Utah,3271614,3283982,3339284,3381236,3417734,12368,55302,41952,36498,11862,45703,46371,45965,4964,21993,23370,21169,6898,23710,23001,24796,120,2054,5462,10285,4636,29664,13803,1338,4756,31718,19265,11623,714,-126,-314,79,13.800744225,13.799825014,13.521165706,6.6411344494,6.9548189723,6.2271196961,7.1596097756,6.8450060412,7.2940460099,0.6202378102,1.6254694577,3.0254582679,8.9575143139,4.1077178552,0.3935890289,9.5777521241,5.7331873129,3.4190472969
040,1,1,50,Vermont,643077,642936,647093,647110,647464,-141,4157,17,354,1303,5153,5385,5072,1565,6447,7216,6876,-262,-1294,-1831,-1804,21,415,1009,1312,-66,4842,1126,844,-45,5257,2135,2156,166,194,-287,2,7.9889676899,8.3217238718,7.8357822728,9.9951241406,11.151264523,10.622799469,-2.006156451,-2.829540652,-2.787017196,0.6433963888,1.559260796,2.0269215974,7.5068079865,1.7400670529,1.3039038325,8.1502043753,3.2993278489,3.3308254298
040,3,5,51,Virginia,8631373,8637193,8657348,8679099,8715698,5820,20155,21751,36599,23580,94275,96018,95669,19723,83763,86329,79980,3857,10512,9689,15689,764,14296,37444,28117,-31,-5468,-24930,-6985,733,8828,12514,21132,1230,815,-452,-222,10.902284137,11.077010186,10.999725953,9.686640426,9.9592494356,9.1958532198,1.2156437109,1.1177607499,1.8038727327,1.653238441,4.3196855734,3.2328057637,-0.632338262,-2.876021828,-0.803113713,1.0209001788,1.4436637449,2.429692051
040,4,9,53,Washington,7705267,7724566,7741433,7784477,7812880,19299,16867,43044,28403,21105,82602,83874,82523,15173,64924,70848,67663,5932,17678,13026,14860,673,13996,37322,28919,11889,-15418,-4692,-15276,12562,-1422,32630,13643,805,611,-2612,-100,10.681754215,10.804390854,10.581664573,8.3957072543,9.1264215753,8.6762135405,2.2860469602,1.6779692785,1.9054510325,1.8099057164,4.8077053132,3.7081923559,-1.993792965,-0.604409017,-1.958793403,-0.183887248,4.2032962963,1.7493989527
040,3,5,54,West Virginia,1793713,1791562,1785249,1774035,1770071,-2151,-6313,-11214,-3964,4296,17056,17100,17263,5871,27613,30006,25929,-1575,-10557,-12906,-8666,36,727,1792,1101,-813,2878,414,3595,-777,3605,2206,4696,201,639,-514,6,9.5369869976,9.6086741041,9.7418079482,15.440010669,16.860694454,14.632180866,-5.903023671,-7.25202035,-4.890372918,0.4065073609,1.0069440933,0.6213132451,1.6092547244,0.2326310573,2.0287203599,2.0157620853,1.2395751505,2.6500336051
040,2,3,55,Wisconsin,5893713,5896700,5879978,5890543,5910955,2987,-16722,10565,20412,15554,60034,60702,59839,14171,61983,63601,58692,1383,-1949,-2899,1147,215,3189,7906,13653,13,-19290,7392,5648,228,-16101,15298,19301,1376,1328,-1834,-36,10.19540485,10.314241825,10.140916009,10.526398022,10.806828347,9.9465339061,-0.330993171,-0.492586522,0.194382103,0.5415788731,1.3433559993,2.313774065,-3.275966278,1.2560191686,0.9571666241,-2.734387405,2.5993751678,3.2709406891
040,4,8,56,Wyoming,576850,577664,579548,581629,584057,814,1884,2081,2428,1584,6164,6046,5882,1290,6176,6754,5779,294,-12,-708,103,18,134,364,322,436,1764,2475,2016,454,1898,2839,2338,66,-2,-50,-13,10.653190599,10.413571747,10.091911544,10.673930101,11.633024078,9.9151915696,-0.020739501,-1.219452332,0.1767199743,0.2315911,0.6269500688,0.5524643858,3.0487067193,4.2629159896,3.4589074588,3.2802978192,4.8898660583,4.0113718446
040,X,X,72,Puerto Rico,3285874,3281557,3262693,3220113,3205691,-4317,-18864,-42580,-14422,4545,18794,19698,18805,7301,33341,34137,35099,-2756,-14547,-14439,-16294,-1561,-4317,-28141,1872,0,0,0,0,-1561,-4317,-28141,1872,0,0,0,0,5.7436681056,6.0593662859,5.8529640804,10.189402911,10.50099436,10.924391718,-4.445734805,-4.441628074,-5.071427638,-1.319326126,-8.656545165,0.5826508247,0,0,0,-1.319326126,-8.656545165,0.5826508247
